"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"LED259","LED_WS2812C-2020","104.5mm","136mm","104.5mm","136mm","105.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED287","LED_WS2812C-2020","104.5mm","150mm","104.5mm","150mm","105.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED315","LED_WS2812C-2020","104.5mm","164mm","104.5mm","164mm","105.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED343","LED_WS2812C-2020","104.5mm","178mm","104.5mm","178mm","105.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED371","LED_WS2812C-2020","104.5mm","192mm","104.5mm","192mm","105.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED399","LED_WS2812C-2020","104.5mm","206mm","104.5mm","206mm","105.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED427","LED_WS2812C-2020","104.5mm","220mm","104.5mm","220mm","105.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED455","LED_WS2812C-2020","104.5mm","234mm","104.5mm","234mm","105.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED483","LED_WS2812C-2020","104.5mm","248mm","104.5mm","248mm","105.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED511","LED_WS2812C-2020","104.5mm","262mm","104.5mm","262mm","105.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED539","LED_WS2812C-2020","104.5mm","276mm","104.5mm","276mm","105.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED567","LED_WS2812C-2020","104.5mm","290mm","104.5mm","290mm","105.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED595","LED_WS2812C-2020","104.5mm","304mm","104.5mm","304mm","105.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED623","LED_WS2812C-2020","104.5mm","318mm","104.5mm","318mm","105.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED651","LED_WS2812C-2020","104.5mm","332mm","104.5mm","332mm","105.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED679","LED_WS2812C-2020","104.5mm","346mm","104.5mm","346mm","105.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED707","LED_WS2812C-2020","104.5mm","360mm","104.5mm","360mm","105.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED735","LED_WS2812C-2020","104.5mm","374mm","104.5mm","374mm","105.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED763","LED_WS2812C-2020","104.5mm","388mm","104.5mm","388mm","105.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED791","LED_WS2812C-2020","104.5mm","402mm","104.5mm","402mm","105.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED819","LED_WS2812C-2020","104.5mm","416mm","104.5mm","416mm","105.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED847","LED_WS2812C-2020","104.5mm","430mm","104.5mm","430mm","105.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED875","LED_WS2812C-2020","104.5mm","444mm","104.5mm","444mm","105.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED903","LED_WS2812C-2020","104.5mm","458mm","104.5mm","458mm","105.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED931","LED_WS2812C-2020","104.5mm","472mm","104.5mm","472mm","105.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED959","LED_WS2812C-2020","104.5mm","486mm","104.5mm","486mm","105.5mm","485.5mm","T","360.00","WS2812C-2020"
"C35","C_1608","104.5mm","24mm","104.5mm","24mm","104.5mm","23.3mm","B","90.00","104"
"C63","C_1608","104.5mm","38mm","104.5mm","38mm","104.5mm","37.3mm","B","90.00","104"
"C91","C_1608","104.5mm","52mm","104.5mm","52mm","104.5mm","51.3mm","B","90.00","104"
"C119","C_1608","104.5mm","66mm","104.5mm","66mm","104.5mm","65.3mm","B","90.00","104"
"C147","C_1608","104.5mm","80mm","104.5mm","80mm","104.5mm","79.3mm","B","90.00","104"
"C175","C_1608","104.5mm","94mm","104.5mm","94mm","104.5mm","93.3mm","B","90.00","104"
"C203","C_1608","104.5mm","108mm","104.5mm","108mm","104.5mm","107.3mm","B","90.00","104"
"C231","C_1608","104.5mm","122mm","104.5mm","122mm","104.5mm","121.3mm","B","90.00","104"
"C259","C_1608","104.5mm","136mm","104.5mm","136mm","104.5mm","135.3mm","B","90.00","104"
"C287","C_1608","104.5mm","150mm","104.5mm","150mm","104.5mm","149.3mm","B","90.00","104"
"C315","C_1608","104.5mm","164mm","104.5mm","164mm","104.5mm","163.3mm","B","90.00","104"
"C343","C_1608","104.5mm","178mm","104.5mm","178mm","104.5mm","177.3mm","B","90.00","104"
"C371","C_1608","104.5mm","192mm","104.5mm","192mm","104.5mm","191.3mm","B","90.00","104"
"C399","C_1608","104.5mm","206mm","104.5mm","206mm","104.5mm","205.3mm","B","90.00","104"
"C427","C_1608","104.5mm","220mm","104.5mm","220mm","104.5mm","219.3mm","B","90.00","104"
"C455","C_1608","104.5mm","234mm","104.5mm","234mm","104.5mm","233.3mm","B","90.00","104"
"C483","C_1608","104.5mm","248mm","104.5mm","248mm","104.5mm","247.3mm","B","90.00","104"
"C511","C_1608","104.5mm","262mm","104.5mm","262mm","104.5mm","261.3mm","B","90.00","104"
"C539","C_1608","104.5mm","276mm","104.5mm","276mm","104.5mm","275.3mm","B","90.00","104"
"C567","C_1608","104.5mm","290mm","104.5mm","290mm","104.5mm","289.3mm","B","90.00","104"
"C595","C_1608","104.5mm","304mm","104.5mm","304mm","104.5mm","303.3mm","B","90.00","104"
"C623","C_1608","104.5mm","318mm","104.5mm","318mm","104.5mm","317.3mm","B","90.00","104"
"C651","C_1608","104.5mm","332mm","104.5mm","332mm","104.5mm","331.3mm","B","90.00","104"
"C679","C_1608","104.5mm","346mm","104.5mm","346mm","104.5mm","345.3mm","B","90.00","104"
"C707","C_1608","104.5mm","360mm","104.5mm","360mm","104.5mm","359.3mm","B","90.00","104"
"C735","C_1608","104.5mm","374mm","104.5mm","374mm","104.5mm","373.3mm","B","90.00","104"
"C763","C_1608","104.5mm","388mm","104.5mm","388mm","104.5mm","387.3mm","B","90.00","104"
"C791","C_1608","104.5mm","402mm","104.5mm","402mm","104.5mm","401.3mm","B","90.00","104"
"C819","C_1608","104.5mm","416mm","104.5mm","416mm","104.5mm","415.3mm","B","90.00","104"
"C847","C_1608","104.5mm","430mm","104.5mm","430mm","104.5mm","429.3mm","B","90.00","104"
"C875","C_1608","104.5mm","444mm","104.5mm","444mm","104.5mm","443.3mm","B","90.00","104"
"C903","C_1608","104.5mm","458mm","104.5mm","458mm","104.5mm","457.3mm","B","90.00","104"
"C931","C_1608","104.5mm","472mm","104.5mm","472mm","104.5mm","471.3mm","B","90.00","104"
"C959","C_1608","104.5mm","486mm","104.5mm","486mm","104.5mm","485.3mm","B","90.00","104"
"LED36","LED_WS2812C-2020","118.5mm","24mm","118.5mm","24mm","119.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED64","LED_WS2812C-2020","118.5mm","38mm","118.5mm","38mm","119.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED92","LED_WS2812C-2020","118.5mm","52mm","118.5mm","52mm","119.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED120","LED_WS2812C-2020","118.5mm","66mm","118.5mm","66mm","119.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED148","LED_WS2812C-2020","118.5mm","80mm","118.5mm","80mm","119.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED176","LED_WS2812C-2020","118.5mm","94mm","118.5mm","94mm","119.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED204","LED_WS2812C-2020","118.5mm","108mm","118.5mm","108mm","119.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED232","LED_WS2812C-2020","118.5mm","122mm","118.5mm","122mm","119.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED260","LED_WS2812C-2020","118.5mm","136mm","118.5mm","136mm","119.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED288","LED_WS2812C-2020","118.5mm","150mm","118.5mm","150mm","119.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED316","LED_WS2812C-2020","118.5mm","164mm","118.5mm","164mm","119.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED344","LED_WS2812C-2020","118.5mm","178mm","118.5mm","178mm","119.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED372","LED_WS2812C-2020","118.5mm","192mm","118.5mm","192mm","119.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED400","LED_WS2812C-2020","118.5mm","206mm","118.5mm","206mm","119.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED428","LED_WS2812C-2020","118.5mm","220mm","118.5mm","220mm","119.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED456","LED_WS2812C-2020","118.5mm","234mm","118.5mm","234mm","119.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED484","LED_WS2812C-2020","118.5mm","248mm","118.5mm","248mm","119.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED512","LED_WS2812C-2020","118.5mm","262mm","118.5mm","262mm","119.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED540","LED_WS2812C-2020","118.5mm","276mm","118.5mm","276mm","119.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED568","LED_WS2812C-2020","118.5mm","290mm","118.5mm","290mm","119.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED596","LED_WS2812C-2020","118.5mm","304mm","118.5mm","304mm","119.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED624","LED_WS2812C-2020","118.5mm","318mm","118.5mm","318mm","119.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED652","LED_WS2812C-2020","118.5mm","332mm","118.5mm","332mm","119.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED680","LED_WS2812C-2020","118.5mm","346mm","118.5mm","346mm","119.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED708","LED_WS2812C-2020","118.5mm","360mm","118.5mm","360mm","119.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED736","LED_WS2812C-2020","118.5mm","374mm","118.5mm","374mm","119.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED764","LED_WS2812C-2020","118.5mm","388mm","118.5mm","388mm","119.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED792","LED_WS2812C-2020","118.5mm","402mm","118.5mm","402mm","119.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED820","LED_WS2812C-2020","118.5mm","416mm","118.5mm","416mm","119.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED848","LED_WS2812C-2020","118.5mm","430mm","118.5mm","430mm","119.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED876","LED_WS2812C-2020","118.5mm","444mm","118.5mm","444mm","119.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED904","LED_WS2812C-2020","118.5mm","458mm","118.5mm","458mm","119.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED932","LED_WS2812C-2020","118.5mm","472mm","118.5mm","472mm","119.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED960","LED_WS2812C-2020","118.5mm","486mm","118.5mm","486mm","119.5mm","485.5mm","T","360.00","WS2812C-2020"
"C36","C_1608","118.5mm","24mm","118.5mm","24mm","118.5mm","23.3mm","B","90.00","104"
"C64","C_1608","118.5mm","38mm","118.5mm","38mm","118.5mm","37.3mm","B","90.00","104"
"C92","C_1608","118.5mm","52mm","118.5mm","52mm","118.5mm","51.3mm","B","90.00","104"
"C120","C_1608","118.5mm","66mm","118.5mm","66mm","118.5mm","65.3mm","B","90.00","104"
"C148","C_1608","118.5mm","80mm","118.5mm","80mm","118.5mm","79.3mm","B","90.00","104"
"C176","C_1608","118.5mm","94mm","118.5mm","94mm","118.5mm","93.3mm","B","90.00","104"
"C204","C_1608","118.5mm","108mm","118.5mm","108mm","118.5mm","107.3mm","B","90.00","104"
"C232","C_1608","118.5mm","122mm","118.5mm","122mm","118.5mm","121.3mm","B","90.00","104"
"C260","C_1608","118.5mm","136mm","118.5mm","136mm","118.5mm","135.3mm","B","90.00","104"
"C288","C_1608","118.5mm","150mm","118.5mm","150mm","118.5mm","149.3mm","B","90.00","104"
"C316","C_1608","118.5mm","164mm","118.5mm","164mm","118.5mm","163.3mm","B","90.00","104"
"C344","C_1608","118.5mm","178mm","118.5mm","178mm","118.5mm","177.3mm","B","90.00","104"
"C372","C_1608","118.5mm","192mm","118.5mm","192mm","118.5mm","191.3mm","B","90.00","104"
"C400","C_1608","118.5mm","206mm","118.5mm","206mm","118.5mm","205.3mm","B","90.00","104"
"C428","C_1608","118.5mm","220mm","118.5mm","220mm","118.5mm","219.3mm","B","90.00","104"
"C456","C_1608","118.5mm","234mm","118.5mm","234mm","118.5mm","233.3mm","B","90.00","104"
"C484","C_1608","118.5mm","248mm","118.5mm","248mm","118.5mm","247.3mm","B","90.00","104"
"C512","C_1608","118.5mm","262mm","118.5mm","262mm","118.5mm","261.3mm","B","90.00","104"
"C540","C_1608","118.5mm","276mm","118.5mm","276mm","118.5mm","275.3mm","B","90.00","104"
"C568","C_1608","118.5mm","290mm","118.5mm","290mm","118.5mm","289.3mm","B","90.00","104"
"C596","C_1608","118.5mm","304mm","118.5mm","304mm","118.5mm","303.3mm","B","90.00","104"
"C624","C_1608","118.5mm","318mm","118.5mm","318mm","118.5mm","317.3mm","B","90.00","104"
"C652","C_1608","118.5mm","332mm","118.5mm","332mm","118.5mm","331.3mm","B","90.00","104"
"C680","C_1608","118.5mm","346mm","118.5mm","346mm","118.5mm","345.3mm","B","90.00","104"
"C708","C_1608","118.5mm","360mm","118.5mm","360mm","118.5mm","359.3mm","B","90.00","104"
"C736","C_1608","118.5mm","374mm","118.5mm","374mm","118.5mm","373.3mm","B","90.00","104"
"C764","C_1608","118.5mm","388mm","118.5mm","388mm","118.5mm","387.3mm","B","90.00","104"
"C792","C_1608","118.5mm","402mm","118.5mm","402mm","118.5mm","401.3mm","B","90.00","104"
"C820","C_1608","118.5mm","416mm","118.5mm","416mm","118.5mm","415.3mm","B","90.00","104"
"C848","C_1608","118.5mm","430mm","118.5mm","430mm","118.5mm","429.3mm","B","90.00","104"
"C876","C_1608","118.5mm","444mm","118.5mm","444mm","118.5mm","443.3mm","B","90.00","104"
"C904","C_1608","118.5mm","458mm","118.5mm","458mm","118.5mm","457.3mm","B","90.00","104"
"C932","C_1608","118.5mm","472mm","118.5mm","472mm","118.5mm","471.3mm","B","90.00","104"
"C960","C_1608","118.5mm","486mm","118.5mm","486mm","118.5mm","485.3mm","B","90.00","104"
"LED37","LED_WS2812C-2020","132.5mm","24mm","132.5mm","24mm","133.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED65","LED_WS2812C-2020","132.5mm","38mm","132.5mm","38mm","133.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED93","LED_WS2812C-2020","132.5mm","52mm","132.5mm","52mm","133.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED121","LED_WS2812C-2020","132.5mm","66mm","132.5mm","66mm","133.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED149","LED_WS2812C-2020","132.5mm","80mm","132.5mm","80mm","133.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED177","LED_WS2812C-2020","132.5mm","94mm","132.5mm","94mm","133.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED205","LED_WS2812C-2020","132.5mm","108mm","132.5mm","108mm","133.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED233","LED_WS2812C-2020","132.5mm","122mm","132.5mm","122mm","133.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED261","LED_WS2812C-2020","132.5mm","136mm","132.5mm","136mm","133.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED289","LED_WS2812C-2020","132.5mm","150mm","132.5mm","150mm","133.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED317","LED_WS2812C-2020","132.5mm","164mm","132.5mm","164mm","133.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED345","LED_WS2812C-2020","132.5mm","178mm","132.5mm","178mm","133.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED373","LED_WS2812C-2020","132.5mm","192mm","132.5mm","192mm","133.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED401","LED_WS2812C-2020","132.5mm","206mm","132.5mm","206mm","133.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED429","LED_WS2812C-2020","132.5mm","220mm","132.5mm","220mm","133.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED457","LED_WS2812C-2020","132.5mm","234mm","132.5mm","234mm","133.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED485","LED_WS2812C-2020","132.5mm","248mm","132.5mm","248mm","133.5mm","247.5mm","T","360.00","WS2812C-2020"
"LED513","LED_WS2812C-2020","132.5mm","262mm","132.5mm","262mm","133.5mm","261.5mm","T","360.00","WS2812C-2020"
"LED541","LED_WS2812C-2020","132.5mm","276mm","132.5mm","276mm","133.5mm","275.5mm","T","360.00","WS2812C-2020"
"LED569","LED_WS2812C-2020","132.5mm","290mm","132.5mm","290mm","133.5mm","289.5mm","T","360.00","WS2812C-2020"
"LED597","LED_WS2812C-2020","132.5mm","304mm","132.5mm","304mm","133.5mm","303.5mm","T","360.00","WS2812C-2020"
"LED625","LED_WS2812C-2020","132.5mm","318mm","132.5mm","318mm","133.5mm","317.5mm","T","360.00","WS2812C-2020"
"LED653","LED_WS2812C-2020","132.5mm","332mm","132.5mm","332mm","133.5mm","331.5mm","T","360.00","WS2812C-2020"
"LED681","LED_WS2812C-2020","132.5mm","346mm","132.5mm","346mm","133.5mm","345.5mm","T","360.00","WS2812C-2020"
"LED709","LED_WS2812C-2020","132.5mm","360mm","132.5mm","360mm","133.5mm","359.5mm","T","360.00","WS2812C-2020"
"LED737","LED_WS2812C-2020","132.5mm","374mm","132.5mm","374mm","133.5mm","373.5mm","T","360.00","WS2812C-2020"
"LED765","LED_WS2812C-2020","132.5mm","388mm","132.5mm","388mm","133.5mm","387.5mm","T","360.00","WS2812C-2020"
"LED793","LED_WS2812C-2020","132.5mm","402mm","132.5mm","402mm","133.5mm","401.5mm","T","360.00","WS2812C-2020"
"LED821","LED_WS2812C-2020","132.5mm","416mm","132.5mm","416mm","133.5mm","415.5mm","T","360.00","WS2812C-2020"
"LED849","LED_WS2812C-2020","132.5mm","430mm","132.5mm","430mm","133.5mm","429.5mm","T","360.00","WS2812C-2020"
"LED877","LED_WS2812C-2020","132.5mm","444mm","132.5mm","444mm","133.5mm","443.5mm","T","360.00","WS2812C-2020"
"LED905","LED_WS2812C-2020","132.5mm","458mm","132.5mm","458mm","133.5mm","457.5mm","T","360.00","WS2812C-2020"
"LED933","LED_WS2812C-2020","132.5mm","472mm","132.5mm","472mm","133.5mm","471.5mm","T","360.00","WS2812C-2020"
"LED961","LED_WS2812C-2020","132.5mm","486mm","132.5mm","486mm","133.5mm","485.5mm","T","360.00","WS2812C-2020"
"C37","C_1608","132.5mm","24mm","132.5mm","24mm","132.5mm","23.3mm","B","90.00","104"
"C65","C_1608","132.5mm","38mm","132.5mm","38mm","132.5mm","37.3mm","B","90.00","104"
"C93","C_1608","132.5mm","52mm","132.5mm","52mm","132.5mm","51.3mm","B","90.00","104"
"C121","C_1608","132.5mm","66mm","132.5mm","66mm","132.5mm","65.3mm","B","90.00","104"
"C149","C_1608","132.5mm","80mm","132.5mm","80mm","132.5mm","79.3mm","B","90.00","104"
"C177","C_1608","132.5mm","94mm","132.5mm","94mm","132.5mm","93.3mm","B","90.00","104"
"C205","C_1608","132.5mm","108mm","132.5mm","108mm","132.5mm","107.3mm","B","90.00","104"
"C233","C_1608","132.5mm","122mm","132.5mm","122mm","132.5mm","121.3mm","B","90.00","104"
"C261","C_1608","132.5mm","136mm","132.5mm","136mm","132.5mm","135.3mm","B","90.00","104"
"C289","C_1608","132.5mm","150mm","132.5mm","150mm","132.5mm","149.3mm","B","90.00","104"
"C317","C_1608","132.5mm","164mm","132.5mm","164mm","132.5mm","163.3mm","B","90.00","104"
"C345","C_1608","132.5mm","178mm","132.5mm","178mm","132.5mm","177.3mm","B","90.00","104"
"C373","C_1608","132.5mm","192mm","132.5mm","192mm","132.5mm","191.3mm","B","90.00","104"
"C401","C_1608","132.5mm","206mm","132.5mm","206mm","132.5mm","205.3mm","B","90.00","104"
"C429","C_1608","132.5mm","220mm","132.5mm","220mm","132.5mm","219.3mm","B","90.00","104"
"C457","C_1608","132.5mm","234mm","132.5mm","234mm","132.5mm","233.3mm","B","90.00","104"
"C485","C_1608","132.5mm","248mm","132.5mm","248mm","132.5mm","247.3mm","B","90.00","104"
"C513","C_1608","132.5mm","262mm","132.5mm","262mm","132.5mm","261.3mm","B","90.00","104"
"C541","C_1608","132.5mm","276mm","132.5mm","276mm","132.5mm","275.3mm","B","90.00","104"
"C569","C_1608","132.5mm","290mm","132.5mm","290mm","132.5mm","289.3mm","B","90.00","104"
"C597","C_1608","132.5mm","304mm","132.5mm","304mm","132.5mm","303.3mm","B","90.00","104"
"C625","C_1608","132.5mm","318mm","132.5mm","318mm","132.5mm","317.3mm","B","90.00","104"
"C653","C_1608","132.5mm","332mm","132.5mm","332mm","132.5mm","331.3mm","B","90.00","104"
"C681","C_1608","132.5mm","346mm","132.5mm","346mm","132.5mm","345.3mm","B","90.00","104"
"C709","C_1608","132.5mm","360mm","132.5mm","360mm","132.5mm","359.3mm","B","90.00","104"
"C737","C_1608","132.5mm","374mm","132.5mm","374mm","132.5mm","373.3mm","B","90.00","104"
"C765","C_1608","132.5mm","388mm","132.5mm","388mm","132.5mm","387.3mm","B","90.00","104"
"C793","C_1608","132.5mm","402mm","132.5mm","402mm","132.5mm","401.3mm","B","90.00","104"
"C821","C_1608","132.5mm","416mm","132.5mm","416mm","132.5mm","415.3mm","B","90.00","104"
"C849","C_1608","132.5mm","430mm","132.5mm","430mm","132.5mm","429.3mm","B","90.00","104"
"C877","C_1608","132.5mm","444mm","132.5mm","444mm","132.5mm","443.3mm","B","90.00","104"
"C905","C_1608","132.5mm","458mm","132.5mm","458mm","132.5mm","457.3mm","B","90.00","104"
"C933","C_1608","132.5mm","472mm","132.5mm","472mm","132.5mm","471.3mm","B","90.00","104"
"C961","C_1608","132.5mm","486mm","132.5mm","486mm","132.5mm","485.3mm","B","90.00","104"
"LED38","LED_WS2812C-2020","146.5mm","24mm","146.5mm","24mm","147.5mm","23.5mm","T","360.00","WS2812C-2020"
"LED66","LED_WS2812C-2020","146.5mm","38mm","146.5mm","38mm","147.5mm","37.5mm","T","360.00","WS2812C-2020"
"LED94","LED_WS2812C-2020","146.5mm","52mm","146.5mm","52mm","147.5mm","51.5mm","T","360.00","WS2812C-2020"
"LED122","LED_WS2812C-2020","146.5mm","66mm","146.5mm","66mm","147.5mm","65.5mm","T","360.00","WS2812C-2020"
"LED150","LED_WS2812C-2020","146.5mm","80mm","146.5mm","80mm","147.5mm","79.5mm","T","360.00","WS2812C-2020"
"LED178","LED_WS2812C-2020","146.5mm","94mm","146.5mm","94mm","147.5mm","93.5mm","T","360.00","WS2812C-2020"
"LED206","LED_WS2812C-2020","146.5mm","108mm","146.5mm","108mm","147.5mm","107.5mm","T","360.00","WS2812C-2020"
"LED234","LED_WS2812C-2020","146.5mm","122mm","146.5mm","122mm","147.5mm","121.5mm","T","360.00","WS2812C-2020"
"LED262","LED_WS2812C-2020","146.5mm","136mm","146.5mm","136mm","147.5mm","135.5mm","T","360.00","WS2812C-2020"
"LED290","LED_WS2812C-2020","146.5mm","150mm","146.5mm","150mm","147.5mm","149.5mm","T","360.00","WS2812C-2020"
"LED318","LED_WS2812C-2020","146.5mm","164mm","146.5mm","164mm","147.5mm","163.5mm","T","360.00","WS2812C-2020"
"LED346","LED_WS2812C-2020","146.5mm","178mm","146.5mm","178mm","147.5mm","177.5mm","T","360.00","WS2812C-2020"
"LED374","LED_WS2812C-2020","146.5mm","192mm","146.5mm","192mm","147.5mm","191.5mm","T","360.00","WS2812C-2020"
"LED402","LED_WS2812C-2020","146.5mm","206mm","146.5mm","206mm","147.5mm","205.5mm","T","360.00","WS2812C-2020"
"LED430","LED_WS2812C-2020","146.5mm","220mm","146.5mm","220mm","147.5mm","219.5mm","T","360.00","WS2812C-2020"
"LED458","LED_WS2812C-2020","146.5mm","234mm","146.5mm","234mm","147.5mm","233.5mm","T","360.00","WS2812C-2020"
"LED486","LED_WS2812C-2020","146.5mm","248mm","146.5mm","248mm","147.5mm","247.5mm","T","360.00","WS2812C-2020"
